settings_1,settings_2,snr,parameter.ID,T,fp_1,fp_2,fp_3,fp_4,fn_1,fn_2,fn_3,fn_4,mse_1,mse_2,mse_3,mse_4,compTime_1,compTime_2,compTime_3,compTime_4,converged_1,converged_2,converged_3,converged_4
15,0.05,0.928719510091454,3,2000,9,2,4,2,0,0,1,1,6.21894121020658e-05,6.14518705360743e-05,0.00010688019719936,0.000106797591550557,88.271946,445.331693,95.494313,307.869262,0,0,0,0
15,0.05,1.2970649698499,3,2000,7,3,5,2,1,1,1,1,0.000153339552026879,0.000153447883669574,0.000153376154778416,0.000153444178432616,117.109343,529.227696,97.83338,297.880918,0,0,0,0
15,0.05,0.90768116356942,3,2000,8,4,7,3,1,1,1,1,0.000104792147357845,0.000104679046580559,0.000104782483608094,0.00010464488625322,108.83015,514.229171,104.012269,245.702468,0,0,0,0
15,0.05,1.05800813914776,3,2000,0,0,18,0,10,10,0,10,NaN,NaN,NaN,NaN,66.590207,274.070789,53.077334,250.686081,0,0,0,0
15,0.01,0.645736497981659,4,500,10,3,9,3,0,0,0,0,2.10971363477393e-05,8.97510794863496e-06,1.67766752361952e-05,8.97510794863496e-06,35.152154,135.454366,34.273334,137.338666,0,0,0,0
15,0.01,0.673453536570385,4,500,4,1,1,1,0,0,0,0,7.34234814291998e-06,7.02761432335353e-06,7.02761432335353e-06,7.02761432335353e-06,30.244359,132.995664,31.490922,139.575024,0,0,0,0
15,0.01,0.704156838443866,4,500,5,3,5,0,0,0,0,0,5.26796718317054e-06,5.11156421281374e-06,5.26796718317054e-06,4.4354133911556e-06,34.088019,147.105026,32.108527,144.109638,0,0,0,0
15,0.01,0.830368339769607,4,500,10,4,10,3,0,0,0,0,2.78034500800338e-06,1.53334847411857e-06,2.78034500800338e-06,1.49290798761631e-06,31.300748,144.010736,30.51293,137.920218,0,0,0,0
15,0.01,0.869632902423948,4,500,10,4,12,1,0,0,0,0,1.80119779490234e-06,1.54115255766174e-06,1.73619533078465e-06,1.36485483478729e-06,30.122474,147.16742,30.673365,147.088754,0,0,0,0
15,0.01,0.762550237559818,4,1000,2,2,1,2,0,0,0,0,4.16850257721499e-06,4.16850257721499e-06,3.95220129753424e-06,4.16850257721499e-06,63.784666,220.194961,56.219996,216.267196,0,0,0,0
15,0.01,0.959987467539054,4,1000,8,2,4,0,0,0,0,0,9.73861206810448e-07,7.95012206288638e-07,8.75438106476878e-07,6.52682243404288e-07,64.403082,226.104209,50.954877,207.741374,0,0,0,0
15,0.01,0.850294866929409,4,1000,6,1,3,1,0,0,0,0,3.60997800923725e-06,3.35102822159103e-06,3.45020893924172e-06,3.35102822159103e-06,55.099755,233.510818,53.848976,195.336246,0,0,0,0
15,0.01,0.695680956755973,4,1000,4,2,1,1,0,0,0,0,1.30025943994148e-05,1.28100516202627e-05,1.19849391286089e-05,1.19849391286089e-05,55.138255,215.766696,52.670611,195.971714,0,0,0,0
15,0.01,0.642039581013164,4,1000,1,1,1,1,0,0,0,0,2.61287288628395e-06,2.61287288628395e-06,2.61287288628395e-06,2.61287288628395e-06,59.578109,218.478537,48.445602,198.470087,0,0,0,0
15,0.01,0.755320381266417,4,2000,9,0,0,0,0,0,0,0,4.30615090350912e-06,4.4506600093063e-07,4.4506600093063e-07,4.4506600093063e-07,124.93424,482.915659,96.755502,474.151009,0,0,0,0
15,0.01,0.768491528622045,4,2000,0,0,0,0,0,0,0,0,1.66188562211947e-06,1.66188562211947e-06,1.66188562211947e-06,1.66188562211947e-06,126.577101,527.777844,101.661494,445.69371,0,0,0,0
